captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-07-10T09:50:38+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,147800,3000,2.07,591200,-90000,-13.211978860833822,241630,147400,150200,145500
2026-07-10T09:50:38+09:00,KIS_OPEN_API,005930,삼성전자,7,2356500,336642.8571,285750,7750,2.79,2000250,-356250,-15.11775938892425,5428041,291000,291000,282000
2026-07-10T09:50:38+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,36200,2550,7.58,398200,-46350,-10.426273759982005,1031229,34150,36250,34150
2026-07-10T09:50:38+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,128900,6300,5.14,644500,73000,12.773403324584425,269036,124800,131000,122900
2026-07-10T09:50:38+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,143960,3360,2.39,1151680,-135020,-10.493510530815264,358690,146920,147000,141350
2026-07-10T09:50:38+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,157,4526260,28829.68153,28525,175,0.62,4478425,-47835,-1.0568327935204782,127853,28500,28590,28455
2026-07-10T09:50:38+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,28225,150,0.53,10527925,1515315,16.813276065423892,3657726,28175,28300,28175
2026-07-10T09:50:38+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,29660,270,0.92,12308900,1705065,16.07970135333113,1540557,29730,29770,29645
2026-07-10T09:50:38+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,29650,-155,-0.52,3172550,71144,2.293927334892626,33710,29805,29835,29550
2026-07-10T09:50:38+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,56,1964910,35087.67857,34040,300,0.89,1906240,-58670,-2.9858873943335826,70772,34040,34150,34020
2026-07-10T09:50:38+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,73,1157745,15859.52055,15745,-20,-0.13,1149385,-8360,-0.722093379802979,132212,15750,15790,15700
2026-07-10T09:50:38+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,31650,2400,8.21,411450,19500,4.975124378109453,243884,29800,31800,29600
2026-07-10T09:50:38+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,191800,7400,4.01,575400,-77100,-11.816091954022989,269933,186300,193400,186300
