captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-07-03T09:50:29+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,145400,200,0.14,581600,-99600,-14.62125660598943,268271,146800,147500,143800
2026-07-03T09:50:29+09:00,KIS_OPEN_API,005930,삼성전자,7,2356500,336642.8571,289500,3500,1.22,2026500,-330000,-14.003819223424571,9014268,288500,297500,283500
2026-07-03T09:50:29+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,34600,-650,-1.84,380600,-63950,-14.385333483297716,692497,35950,36250,33850
2026-07-03T09:50:29+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,122500,1700,1.41,612500,41000,7.174103237095363,257727,126200,126200,121100
2026-07-03T09:50:29+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,143225,-6030,-4.04,1145800,-140900,-10.950493510530816,1502795,148630,150135,141830
2026-07-03T09:50:29+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,157,4526260,28829.68153,29065,-110,-0.38,4563205,36945,0.8162368047792218,169946,29060,29095,29030
2026-07-03T09:50:29+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,28780,-95,-0.33,10734940,1722330,19.11022445218422,1503499,28860,28860,28650
2026-07-03T09:50:29+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,30090,-530,-1.73,12487350,1883515,17.76258306546641,1431846,30155,30180,30065
2026-07-03T09:50:29+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,31900,-925,-2.82,3413300,311894,10.056535648670312,46611,32115,32135,31855
2026-07-03T09:50:29+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,56,1964910,35087.67857,34560,-610,-1.73,1935360,-29550,-1.5038856741530147,118636,34610,34635,34520
2026-07-03T09:50:29+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,73,1157745,15859.52055,16225,220,1.37,1184425,26680,2.3044798293233826,63180,16160,16240,16160
2026-07-03T09:50:29+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,29300,350,1.21,380900,-11050,-2.8192371475953566,140217,29200,29700,29000
2026-07-03T09:50:29+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,193200,-6700,-3.35,579600,-72900,-11.172413793103448,359523,199900,199900,191700
