captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-14T09:55:19+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,123100,-3500,-2.76,492400,-188800,-27.715795654726954,178104,124700,125000,122000
2026-09-14T09:55:19+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,251250,-8250,-3.18,2512500,-574500,-18.610301263362487,3771235,249500,252500,249000
2026-09-14T09:55:19+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,34300,-200,-0.58,377300,-67250,-15.127657181419412,264007,34000,34300,33850
2026-09-14T09:55:19+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,137800,0,0,689000,117500,20.559930008748907,193524,135000,139300,134900
2026-09-14T09:55:19+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,125420,-3480,-2.7,1003360,-283340,-22.02067303955856,516881,124200,126000,123910
2026-09-14T09:55:19+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,25680,-30,-0.12,4750800,-398080,-7.731390127561723,144980,25620,25755,25620
2026-09-14T09:55:19+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,25400,-40,-0.16,9474200,461590,5.121601844526724,3750636,25370,25470,25335
2026-09-14T09:55:19+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,25820,-195,-0.75,10715300,111465,1.0511762961230535,4603391,25800,25925,25765
2026-09-14T09:55:19+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,22205,-310,-1.38,2375935,-725471,-23.391681063362874,32692,22300,22430,22185
2026-09-14T09:55:19+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,29685,-235,-0.79,2048265,-321850,-13.579509855007036,214025,29640,29805,29630
2026-09-14T09:55:19+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,14755,30,0.2,1416480,-255800,-15.2964814504748,69638,14710,14780,14690
2026-09-14T09:55:19+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26200,-100,-0.38,340600,-51350,-13.101160862354892,74115,25950,26300,25800
2026-09-14T09:55:19+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,203500,-3000,-1.45,610500,-42000,-6.436781609195402,77976,203000,204000,202000
