captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-08-19T11:19:52+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,131600,-5600,-4.08,526400,-154800,-22.724603640634175,268740,132800,133600,130000
2026-08-19T11:19:52+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,249500,-19000,-7.08,2495000,-592000,-19.177194687398767,11243182,251500,254500,247000
2026-08-19T11:19:52+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,36850,-1400,-3.66,405350,-39200,-8.817905747384996,752928,37150,37750,36450
2026-08-19T11:19:52+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,126500,-4200,-3.21,632500,61000,10.673665791776028,340131,127100,128000,122100
2026-08-19T11:19:52+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,119530,-5875,-4.68,956240,-330460,-25.682754332789305,1415656,117050,122350,116300
2026-08-19T11:19:52+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,173,4963540,28690.98266,27030,-270,-0.99,4676190,-287350,-5.789214955455179,225894,27240,27240,27020
2026-08-19T11:19:52+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26745,-250,-0.93,9975885,963275,10.688080367396347,11564871,26950,26950,26725
2026-08-19T11:19:52+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27330,-460,-1.66,11341950,738115,6.960830680598104,6515453,27530,27530,27315
2026-08-19T11:19:52+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,25560,-1130,-4.23,2734920,-366486,-11.81676955548548,87500,25605,25800,25410
2026-08-19T11:19:52+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,63,2184115,34668.49206,31425,-530,-1.66,1979775,-204340,-9.355734473688427,294057,31640,31650,31405
2026-08-19T11:19:52+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,79,1252605,15855.75949,15585,-10,-0.06,1231215,-21390,-1.7076412755816877,154455,15670,15725,15575
2026-08-19T11:19:52+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26000,-1500,-5.45,338000,-53950,-13.764510779436154,249899,26850,26850,25750
2026-08-19T11:19:52+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,206000,-11000,-5.07,618000,-34500,-5.287356321839081,395210,208500,209500,203000
