captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-08-21T14:04:45+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,130800,-300,-0.23,523200,-158000,-23.194362889019377,454184,129900,131800,129400
2026-08-21T14:04:45+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,281500,10500,3.87,2815000,-272000,-8.811143505021056,20129872,267000,281500,266000
2026-08-21T14:04:45+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,35200,-3500,-9.04,387200,-57350,-12.900686087054325,8817335,38150,38750,33600
2026-08-21T14:04:45+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,128900,5500,4.46,644500,73000,12.773403324584425,506945,124500,129800,123000
2026-08-21T14:04:45+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,126705,-365,-0.29,1013640,-273060,-21.221730006994637,1313743,124500,127930,124500
2026-08-21T14:04:45+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,173,4963540,28690.98266,26485,-480,-1.78,4581905,-381635,-7.688766485210152,763311,26625,26660,26455
2026-08-21T14:04:45+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26205,-465,-1.74,9774465,761855,8.453211666764677,33961146,26375,26380,26170
2026-08-21T14:04:45+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,26765,-470,-1.73,11107475,503640,4.749602384420354,9961476,26885,26915,26715
2026-08-21T14:04:45+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,24262,-1003,-3.97,2596034,-505372,-16.29493204050034,159959,24420,24575,24200
2026-08-21T14:04:45+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,63,2184115,34668.49206,30775,-550,-1.76,1938825,-245290,-11.230635749491212,675258,30815,30950,30725
2026-08-21T14:04:45+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,79,1252605,15855.75949,15520,-195,-1.24,1226080,-26525,-2.117586948798704,277221,15615,15615,15485
2026-08-21T14:04:45+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26150,-350,-1.32,339950,-52000,-13.266998341625207,257686,26150,26250,25750
2026-08-21T14:04:45+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,220500,1000,0.46,661500,9000,1.3793103448275863,650257,219000,224500,214000
