captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-08-07T09:50:17+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,133800,200,0.15,535200,-146000,-21.43276570757487,168364,134000,135000,131000
2026-08-07T09:50:17+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,233000,2500,1.08,2330000,-757000,-24.52218982831228,5627365,235000,239500,232000
2026-08-07T09:50:17+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,40150,1850,4.83,441650,-2900,-0.652345068046339,1532190,38300,40500,37800
2026-08-07T09:50:17+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,131900,-1400,-1.05,659500,88000,15.398075240594924,119557,132000,132600,130200
2026-08-07T09:50:17+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,108980,-2065,-1.86,871840,-414860,-32.24216989197171,463066,112135,114300,108880
2026-08-07T09:50:17+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,173,4963540,28690.98266,27435,-140,-0.51,4746255,-217285,-4.377621616829924,194124,27515,27550,27415
2026-08-07T09:50:17+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,27140,-135,-0.49,10123220,1110610,12.322845435450997,3387647,27230,27270,27130
2026-08-07T09:50:17+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27635,-60,-0.22,11468525,864690,8.154502592694058,466534,27770,27825,27615
2026-08-07T09:50:17+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,25755,-565,-2.15,2755785,-345621,-11.144010168291414,55731,25870,26000,25750
2026-08-07T09:50:17+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,63,2184115,34668.49206,31780,-70,-0.22,2002140,-181975,-8.331749930749984,72093,31910,31985,31755
2026-08-07T09:50:17+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,79,1252605,15855.75949,15445,-85,-0.55,1220155,-32450,-2.5906011871260293,54662,15510,15525,15435
2026-08-07T09:50:17+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,27600,-700,-2.47,358800,-33150,-8.45771144278607,167512,28350,28500,27550
2026-08-07T09:50:17+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,220000,-6000,-2.65,660000,7500,1.1494252873563218,478877,219500,222000,214000
