captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-07-31T13:50:16+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,128800,8000,6.62,515200,-166000,-24.368761009982386,950316,126100,132300,123700
2026-07-31T13:50:16+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,254000,47000,22.71,2540000,-547000,-17.719468739876902,38770535,257000,261500,243000
2026-07-31T13:50:16+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,37100,950,2.63,408100,-36450,-8.199302665616916,2142952,37050,37350,35750
2026-07-31T13:50:16+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,125200,600,0.48,626000,54500,9.53630796150481,584979,126200,128700,122000
2026-07-31T13:50:16+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,116445,22770,24.31,931560,-355140,-27.600839356493356,2258772,111400,118185,110000
2026-07-31T13:50:16+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,173,4963540,28690.98266,26945,555,2.1,4661485,-302055,-6.085475285783937,915055,26600,26965,26600
2026-07-31T13:50:16+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26660,550,2.11,9944180,931570,10.336295479333955,25466381,26325,26680,26325
2026-07-31T13:50:16+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27060,1070,4.12,11229900,626065,5.904137512513161,5053290,26680,27075,26670
2026-07-31T13:50:16+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,24160,2060,9.32,2585120,-516286,-16.646836950724932,113250,24000,24500,23535
2026-07-31T13:50:16+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,63,2184115,34668.49206,31110,1220,4.08,1959930,-224185,-10.26434047657747,356918,30685,31135,30670
2026-07-31T13:50:16+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,79,1252605,15855.75949,15560,-110,-0.7,1229240,-23365,-1.865312688357463,276554,15385,15575,15345
2026-07-31T13:50:16+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,27900,1300,4.89,362700,-29250,-7.462686567164178,661553,27900,28550,27500
2026-07-31T13:50:16+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,206000,11300,5.8,618000,-34500,-5.287356321839081,1251997,205000,212500,199600
