captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-08T09:50:21+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,128300,-100,-0.08,513200,-168000,-24.662360540223137,81903,128900,129700,127900
2026-09-08T09:50:21+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,274500,4500,1.67,2745000,-342000,-11.078717201166182,3846690,272000,275000,269000
2026-09-08T09:50:21+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,35950,-600,-1.64,395450,-49100,-11.044876841750085,373239,36900,36900,35850
2026-09-08T09:50:21+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,138300,-600,-0.43,691500,120000,20.99737532808399,92456,140900,142000,137800
2026-09-08T09:50:21+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,134880,3680,2.8,1079040,-207660,-16.138960130566566,580298,131785,135550,131785
2026-09-08T09:50:21+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,25930,-5,-0.02,4797050,-351830,-6.83313652677864,333693,25940,25955,25840
2026-09-08T09:50:21+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,25650,-10,-0.04,9567450,554840,6.1562632800043495,4594069,25660,25675,25565
2026-09-08T09:50:21+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,26315,15,0.06,10920725,316890,2.988447104278782,4334516,26270,26335,26190
2026-09-08T09:50:21+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,22970,265,1.17,2457790,-643616,-20.752394236678462,38642,22715,22990,22715
2026-09-08T09:50:21+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,30245,10,0.03,2086905,-283210,-11.949209215586585,162839,30200,30270,30105
2026-09-08T09:50:21+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,14935,-15,-0.1,1433760,-238520,-14.26316167149042,46620,14955,14980,14895
2026-09-08T09:50:21+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26900,0,0,349700,-42250,-10.779436152570481,39912,27050,27100,26750
2026-09-08T09:50:21+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,217000,-1000,-0.46,651000,-1500,-0.22988505747126436,113255,219000,219500,214500
