captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-23T09:50:41+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,117900,-600,-0.51,471600,-209600,-30.76923076923077,95810,119100,119800,117800
2026-09-23T09:50:41+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,283500,7000,2.53,2835000,-252000,-8.16326530612245,4667963,284500,285000,283000
2026-09-23T09:50:41+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,34475,325,0.95,379225,-65325,-14.694635024181757,271457,34200,34600,33950
2026-09-23T09:50:41+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,133800,-2200,-1.62,669000,97500,17.060367454068242,109823,135800,136700,133800
2026-09-23T09:50:41+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,138830,2135,1.56,1110640,-176060,-13.683065205564624,770571,140010,140450,138735
2026-09-23T09:50:41+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,26285,-195,-0.74,4862725,-286155,-5.557616413666661,94172,26365,26365,26255
2026-09-23T09:50:41+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26000,-225,-0.86,9698000,685390,7.604789289673025,4500584,26075,26075,25965
2026-09-23T09:50:41+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27460,40,0.15,11395900,792065,7.469608872639003,3828035,27535,27540,27435
2026-09-23T09:50:41+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,24895,680,2.81,2663765,-437641,-14.111051568224218,96348,24970,25120,24875
2026-09-23T09:50:41+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,31580,55,0.17,2179020,-191095,-8.062688941253905,129635,31660,31685,31545
2026-09-23T09:50:41+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,14625,-115,-0.78,1404000,-268280,-16.042767957519075,73454,14655,14670,14592
2026-09-23T09:50:41+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26400,300,1.15,343200,-48750,-12.437810945273633,82832,26350,26800,26200
2026-09-23T09:50:41+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,199100,-1900,-0.95,597300,-55200,-8.459770114942529,185997,201000,201500,198300
