captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-21T13:55:18+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,119500,-2400,-1.97,478000,-203200,-29.829712272460362,460040,121500,121600,119200
2026-09-21T13:55:18+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,273500,12500,4.79,2735000,-352000,-11.402656300615483,16674704,264000,275000,263500
2026-09-21T13:55:18+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,33250,-300,-0.89,365750,-78800,-17.72579012484535,790721,33600,33600,33000
2026-09-21T13:55:18+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,135300,2200,1.65,676500,105000,18.37270341207349,291625,134400,136000,133000
2026-09-21T13:55:18+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,134800,4255,3.26,1078400,-208300,-16.188699774617238,1033512,131655,135390,131270
2026-09-21T13:55:18+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,26660,95,0.36,4932100,-216780,-4.210236012492037,711633,26675,26720,26625
2026-09-21T13:55:18+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26370,90,0.34,9836010,823400,9.13608821417991,17386019,26370,26435,26335
2026-09-21T13:55:18+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27310,220,0.81,11333650,729815,6.882557112591813,15425060,27300,27400,27280
2026-09-21T13:55:18+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,24530,-225,-0.91,2624710,-476696,-15.370319139125932,100141,24340,24595,24215
2026-09-21T13:55:18+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,31395,245,0.79,2166255,-203860,-8.601270402491018,259763,31390,31505,31365
2026-09-21T13:55:18+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,15000,-55,-0.37,1440000,-232280,-13.890018417968284,189783,15015,15035,14980
2026-09-21T13:55:18+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26350,800,3.13,342550,-49400,-12.603648424543948,341133,25550,26400,25400
2026-09-21T13:55:18+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,197000,-700,-0.35,591000,-61500,-9.425287356321839,389626,198400,198700,196100
