captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-08-20T14:38:14+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,131500,-1500,-1.13,526000,-155200,-22.783323546682325,637866,134600,134600,131300
2026-08-20T14:38:14+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,270000,22500,9.09,2700000,-387000,-12.536443148688047,20605067,257000,273000,252500
2026-08-20T14:38:14+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,38750,1350,3.61,426250,-18300,-4.116522325947587,1844858,37450,39400,37450
2026-08-20T14:38:14+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,124000,-3500,-2.75,620000,48500,8.486439195100612,551431,127300,128700,123900
2026-08-20T14:38:14+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,126715,8595,7.28,1013720,-272980,-21.215512551488303,1410565,122820,128140,121445
2026-08-20T14:38:14+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,173,4963540,28690.98266,27000,75,0.28,4671000,-292540,-5.893777424982976,340084,26880,27005,26790
2026-08-20T14:38:14+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26710,75,0.28,9962830,950220,10.54322776642948,39761594,26600,26715,26500
2026-08-20T14:38:14+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27260,90,0.33,11312900,709065,6.686873192576082,11866508,27155,27310,27080
2026-08-20T14:38:14+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,25310,90,0.36,2708170,-393236,-12.679281590349667,106400,25390,25390,24990
2026-08-20T14:38:14+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,63,2184115,34668.49206,31350,110,0.35,1975050,-209065,-9.572069236281058,542717,31215,31395,31130
2026-08-20T14:38:14+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,79,1252605,15855.75949,15735,200,1.29,1243065,-9540,-0.761612798927036,290828,15680,15740,15630
2026-08-20T14:38:14+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26600,550,2.11,345800,-46150,-11.774461028192372,389873,26300,27100,26200
2026-08-20T14:38:14+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,220500,12500,6.01,661500,9000,1.3793103448275863,840699,210500,223500,209500
