captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-21T09:50:20+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,119700,-2200,-1.8,478800,-202400,-29.712272460364066,141588,121500,121600,119200
2026-09-21T09:50:20+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,269750,8750,3.35,2697500,-389500,-12.617427923550373,5851144,264000,271500,263500
2026-09-21T09:50:20+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,33250,-300,-0.89,365750,-78800,-17.72579012484535,309048,33600,33600,33000
2026-09-21T09:50:20+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,134700,1600,1.2,673500,102000,17.84776902887139,115256,134400,135200,133000
2026-09-21T09:50:20+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,133215,2670,2.05,1065720,-220980,-17.174166472371184,385908,131655,133265,131270
2026-09-21T09:50:20+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,26660,95,0.36,4932100,-216780,-4.210236012492037,301705,26675,26710,26625
2026-09-21T09:50:20+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26365,85,0.32,9834145,821535,9.115394985470356,4837819,26370,26420,26335
2026-09-21T09:50:20+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27315,225,0.83,11335725,731890,6.902125504593386,3678015,27300,27355,27280
2026-09-21T09:50:20+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,24445,-310,-1.25,2615615,-485791,-15.663573230979754,31895,24340,24490,24215
2026-09-21T09:50:20+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,31410,260,0.83,2167290,-202825,-8.557601635363685,77984,31390,31455,31372
2026-09-21T09:50:20+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,15000,-55,-0.37,1440000,-232280,-13.890018417968284,77948,15015,15030,14980
2026-09-21T09:50:20+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,25700,150,0.59,334100,-57850,-14.759535655058043,48520,25550,25700,25400
2026-09-21T09:50:20+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,198300,600,0.3,594900,-57600,-8.827586206896552,122971,198400,198700,196100
