captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-07-10T13:50:36+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,149700,4900,3.38,598800,-82400,-12.096300645918967,689754,147400,152000,145500
2026-07-10T13:50:36+09:00,KIS_OPEN_API,005930,삼성전자,7,2356500,336642.8571,296500,18500,6.65,2075500,-281000,-11.924464247825165,14658918,291000,298000,282000
2026-07-10T13:50:36+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,35700,2050,6.09,392700,-51850,-11.663479923518166,1783072,34150,36350,34150
2026-07-10T13:50:36+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,130100,7500,6.12,650500,79000,13.823272090988626,822837,124800,131000,122900
2026-07-10T13:50:36+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,150225,9625,6.85,1201800,-84900,-6.598274656096992,1008570,146920,150730,141350
2026-07-10T13:50:36+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,157,4526260,28829.68153,28590,240,0.85,4488630,-37630,-0.8313707122436625,454800,28500,28620,28415
2026-07-10T13:50:36+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,28285,210,0.75,10550305,1537695,17.06159480993852,105345710,28175,28310,28110
2026-07-10T13:50:36+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,29790,400,1.36,12362850,1759015,16.588479545372028,10069919,29730,29805,29580
2026-07-10T13:50:36+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,29895,90,0.3,3198765,97359,3.1391891290595297,129268,29805,29895,29550
2026-07-10T13:50:36+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,56,1964910,35087.67857,34185,445,1.32,1914360,-50550,-2.5726369146678474,280917,34040,34210,33945
2026-07-10T13:50:36+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,73,1157745,15859.52055,15775,10,0.06,1151575,-6170,-0.5329325542325815,237461,15750,15800,15700
2026-07-10T13:50:36+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,31800,2550,8.72,413400,21450,5.472636815920398,648669,29800,32200,29600
2026-07-10T13:50:36+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,192600,8200,4.45,577800,-74700,-11.448275862068966,552397,186300,194600,186300
