captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-07-02T11:30:02+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,145500,4000,2.83,582000,-99200,-14.562536699941282,567280,142900,148000,137600
2026-07-02T11:30:02+09:00,KIS_OPEN_API,005930,삼성전자,7,2356500,336642.8571,299000,-15500,-4.93,2093000,-263500,-11.181837470825377,18525264,290000,304000,288000
2026-07-02T11:30:02+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,35900,1100,3.16,394900,-49650,-11.1685974581037,1153954,34800,36350,33800
2026-07-02T11:30:02+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,124200,7800,6.7,621000,49500,8.661417322834646,579370,116400,125000,113700
2026-07-02T11:30:02+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,157105,-12440,-7.34,1256840,-29860,-2.3206652677391775,2122089,158340,159860,152240
2026-07-02T11:30:02+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,157,4526260,28829.68153,29205,55,0.19,4585185,58925,1.3018474413754402,499261,29110,29250,29100
2026-07-02T11:30:02+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,28910,45,0.16,10783430,1770820,19.64824839863258,13555622,28845,28950,28800
2026-07-02T11:30:02+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,30815,-285,-0.92,12788225,2184390,20.599999905694496,4672023,30665,30880,30590
2026-07-02T11:30:02+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,33315,-815,-2.39,3564705,463299,14.938353766001613,115834,33115,33420,32970
2026-07-02T11:30:02+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,56,1964910,35087.67857,35365,-335,-0.94,1980440,15530,0.7903669888188263,525035,35200,35450,35115
2026-07-02T11:30:02+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,73,1157745,15859.52055,15985,5,0.03,1166905,9160,0.7911932247602018,288605,15980,16035,15970
2026-07-02T11:30:02+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,29300,-250,-0.85,380900,-11050,-2.8192371475953566,236982,29700,29700,28250
2026-07-02T11:30:02+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,200000,2600,1.32,600000,-52500,-8.045977011494253,596010,195700,202500,191000
