captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-22T09:50:23+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,120700,700,0.58,482800,-198400,-29.125073399882563,143417,120600,122000,120400
2026-09-22T09:50:23+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,280250,6250,2.28,2802500,-284500,-9.216067379332687,3684254,283000,283500,279500
2026-09-22T09:50:23+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,34200,1000,3.01,376200,-68350,-15.375098414126645,624485,33500,34600,33400
2026-09-22T09:50:23+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,134900,-800,-0.59,674500,103000,18.022747156605423,86635,136000,136500,134200
2026-09-22T09:50:23+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,138910,3660,2.71,1111280,-175420,-13.633325561513951,524678,139285,139950,138305
2026-09-22T09:50:23+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,26550,-90,-0.34,4911750,-237130,-4.605467596836594,131091,26755,26805,26535
2026-09-22T09:50:23+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26260,-80,-0.3,9794980,782370,8.680837182569755,5480858,26475,26510,26245
2026-09-22T09:50:23+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27605,315,1.15,11456075,852240,8.03709224068462,5917394,27790,27830,27580
2026-09-22T09:50:23+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,24595,90,0.37,2631665,-469741,-15.146066010061244,109179,24830,25050,23585
2026-09-22T09:50:23+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,31735,365,1.16,2189715,-180400,-7.611445014271459,205840,31965,31995,31720
2026-09-22T09:50:23+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,14740,-245,-1.63,1415040,-257240,-15.382591432056833,276948,14880,14890,14735
2026-09-22T09:50:23+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26450,150,0.57,343850,-48100,-12.271973466003317,142849,26600,26850,26300
2026-09-22T09:50:23+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,202000,4100,2.07,606000,-46500,-7.126436781609195,152054,201000,203500,201000
