captured_at,source,ticker,name,quantity,cost_basis,avg_buy_price,price,change,change_pct,market_value,unrealized_pnl,unrealized_pnl_pct,volume,open,high,low
2026-09-24T09:50:22+09:00,KIS_OPEN_API,000270,기아,4,681200,170300,116200,-2300,-1.94,464800,-216400,-31.767469172049324,798446,119100,119800,115000
2026-09-24T09:50:22+09:00,KIS_OPEN_API,005930,삼성전자,10,3087000,308700,286500,10000,3.62,2865000,-222000,-7.191448007774539,20864376,284500,286500,281000
2026-09-24T09:50:22+09:00,KIS_OPEN_API,035720,카카오,11,444550,40413.63636,33800,-350,-1.02,371800,-72750,-16.364863344955573,1380964,34200,34600,33400
2026-09-24T09:50:22+09:00,KIS_OPEN_API,086790,하나금융지주,5,571500,114300,133700,-2300,-1.69,668500,97000,16.972878390201224,648296,135800,136700,132100
2026-09-24T09:50:22+09:00,KIS_OPEN_API,091160,KODEX반도체,8,1286700,160837.5,140400,3705,2.71,1123200,-163500,-12.70692469107018,1695607,140010,140490,137440
2026-09-24T09:50:22+09:00,KIS_OPEN_API,360200,ACE 미국S&P500,185,5148880,27831.78378,26485,5,0.02,4899725,-249155,-4.839013533040195,501670,26365,26485,26255
2026-09-24T09:50:22+09:00,KIS_OPEN_API,360750,TIGER 미국S&P500,373,9012610,24162.4933,26200,-25,-0.1,9772600,759990,8.432518438055126,27225020,26075,26200,25965
2026-09-24T09:50:22+09:00,KIS_OPEN_API,379810,KODEX 미국나스닥100,415,10603835,25551.40964,27665,245,0.89,11480975,877140,8.271912944703496,22981525,27535,27665,27425
2026-09-24T09:50:22+09:00,KIS_OPEN_API,0023A0,SOL 미국양자컴퓨팅TOP10,107,3101406,28985.1028,25210,995,4.11,2697470,-403936,-13.024286404295344,353345,24970,25210,24870
2026-09-24T09:50:22+09:00,KIS_OPEN_API,367380,ACE 미국나스닥100,69,2370115,34349.49275,31800,275,0.87,2194200,-175915,-7.422213690053015,581513,31660,31800,31525
2026-09-24T09:50:22+09:00,KIS_OPEN_API,402970,ACE 미국배당다우존스,96,1672280,17419.58333,14710,-30,-0.2,1412160,-260120,-15.554811395220897,232950,14655,14710,14592
2026-09-24T09:50:22+09:00,KIS_OPEN_API,005940,NH투자증권,13,391950,30150,26100,0,0,339300,-52650,-13.432835820895523,390698,26350,26800,25850
2026-09-24T09:50:22+09:00,KIS_OPEN_API,035420,네이버,3,652500,217500,196000,-5000,-2.49,588000,-64500,-9.885057471264368,1148820,201000,201500,194000
